[start] 08:57:58 INFO: syncthing v1.18.0-ds1 "Fermium Flea" (go1.18.1 linux-amd64) debian@debian 2023-05-03 08:38:45 UTC
[start] 08:57:58 INFO: Generating ECDSA key and certificate for syncthing...
[start] 08:57:58 INFO: Default folder created and/or linked to new config
[start] 08:57:58 INFO: Default config saved. Edit /home/pranav/.config/syncthing/config.xml to taste (with Syncthing stopped) or use the GUI
[start] 08:57:58 INFO: Archiving a copy of old config file format at: /home/pranav/.config/syncthing/config.xml.v0
[2U5BL] 08:57:58 INFO: My ID: 2U5BLWB-G7SNDCA-KTFL2PO-MVUHQT5-QWZUJPF-HIQGU3U-MP26CWG-U4D2AAF
[2U5BL] 08:57:59 INFO: Single thread SHA256 performance is 389 MB/s using minio/sha256-simd (333 MB/s using crypto/sha256).
[2U5BL] 08:57:59 INFO: Hashing performance is 319.75 MB/s
[2U5BL] 08:57:59 INFO: Running database migration 1...
[2U5BL] 08:57:59 INFO: Running database migration 2...
[2U5BL] 08:57:59 INFO: Running database migration 3...
[2U5BL] 08:57:59 INFO: Running database migration 5...
[2U5BL] 08:57:59 INFO: Running database migration 6...
[2U5BL] 08:57:59 INFO: Running database migration 7...
[2U5BL] 08:57:59 INFO: Running database migration 9...
[2U5BL] 08:57:59 INFO: Running database migration 10...
[2U5BL] 08:57:59 INFO: Running database migration 11...
[2U5BL] 08:57:59 INFO: Running database migration 13...
[2U5BL] 08:57:59 INFO: Running database migration 14...
[2U5BL] 08:57:59 INFO: Running database migration 16...
[2U5BL] 08:57:59 INFO: Running database migration 17...
[2U5BL] 08:57:59 INFO: Running database migration 19...
[2U5BL] 08:57:59 INFO: Compacting database after migration...
[2U5BL] 08:57:59 INFO: Starting deadlock detector with 20m0s timeout
[2U5BL] 08:57:59 INFO: Overall send rate is unlimited, receive rate is unlimited
[2U5BL] 08:57:59 INFO: Relay listener (dynamic+https://relays.syncthing.net/endpoint) starting
[2U5BL] 08:57:59 INFO: Using discovery mechanism: global discovery server https://discovery.syncthing.net/v2/?noannounce&id=LYXKCHX-VI3NYZR-ALCJBHF-WMZYSPK-QG6QJA3-MPFYMSO-U56GTUK-NA2MIAW
[2U5BL] 08:57:59 INFO: Using discovery mechanism: global discovery server https://discovery-v4.syncthing.net/v2/?nolookup&id=LYXKCHX-VI3NYZR-ALCJBHF-WMZYSPK-QG6QJA3-MPFYMSO-U56GTUK-NA2MIAW
[2U5BL] 08:57:59 INFO: No stored folder metadata for "default"; recalculating
[2U5BL] 08:57:59 INFO: Loading HTTPS certificate: open /home/pranav/.config/syncthing/https-cert.pem: no such file or directory
[2U5BL] 08:57:59 INFO: Creating new HTTPS certificate
[2U5BL] 08:57:59 INFO: TCP listener ([::]:22000) starting
[2U5BL] 08:57:59 INFO: Using discovery mechanism: global discovery server https://discovery-v6.syncthing.net/v2/?nolookup&id=LYXKCHX-VI3NYZR-ALCJBHF-WMZYSPK-QG6QJA3-MPFYMSO-U56GTUK-NA2MIAW
[2U5BL] 08:57:59 INFO: Using discovery mechanism: IPv4 local broadcast discovery on port 21027
[2U5BL] 08:57:59 INFO: Using discovery mechanism: IPv6 local multicast discovery on address [ff12::8384]:21027
[2U5BL] 08:57:59 INFO: Ready to synchronize "Default Folder" (default) (sendreceive)
[2U5BL] 08:57:59 INFO: Completed initial scan of sendreceive folder "Default Folder" (default)
[2U5BL] 08:57:59 INFO: GUI and API listening on 127.0.0.1:8384
[2U5BL] 08:57:59 INFO: Access the GUI via the following URL: http://127.0.0.1:8384/
[2U5BL] 08:57:59 INFO: My name is "pranav-Inspiron-3576"
[2U5BL] 08:58:15 INFO: Detected 1 NAT service
[2U5BL] 08:59:40 INFO: Joined relay relay://143.47.178.89:22067
[2U5BL] 09:00:46 INFO: Connection from TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG at 143.47.178.89:22067 (relay-server) rejected: unknown device
[2U5BL] 09:01:58 INFO: Established secure connection to TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG at 10.96.0.68:45252-185.23.80.92:22067/relay-client/TLS1.3-TLS_AES_128_GCM_SHA256
[2U5BL] 09:01:58 INFO: Device TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG client is "syncthing v1.27.3" named "" at 10.96.0.68:45252-185.23.80.92:22067/relay-client/TLS1.3-TLS_AES_128_GCM_SHA256
[2U5BL] 09:01:58 INFO: Connection to TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG at 10.96.0.68:45252-185.23.80.92:22067/relay-client/TLS1.3-TLS_AES_128_GCM_SHA256 closed: reading length: EOF
[2U5BL] 09:03:52 INFO: Established secure connection to TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG at 10.96.0.68:47404-143.47.178.89:22067/relay-server/TLS1.3-TLS_AES_128_GCM_SHA256
[2U5BL] 09:03:52 INFO: Device TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG client is "syncthing v1.27.3" named "Pranav's Android" at 10.96.0.68:47404-143.47.178.89:22067/relay-server/TLS1.3-TLS_AES_128_GCM_SHA256
[2U5BL] 09:03:58 INFO: Auto-accepted TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG folder "Certificates" (ryw5o-eqfyz) at path ~/ryw5o-eqfyz
[2U5BL] 09:03:58 INFO: Adding folder "Certificates" (ryw5o-eqfyz)
[2U5BL] 09:03:58 INFO: No stored folder metadata for "ryw5o-eqfyz"; recalculating
[2U5BL] 09:03:58 INFO: Ready to synchronize "Certificates" (ryw5o-eqfyz) (sendreceive)
[2U5BL] 09:03:58 INFO: Device TRYRS5S folder "Certificates" (ryw5o-eqfyz) has a new index ID (0xD7714FAFF4EDC6F6)
[2U5BL] 09:03:58 INFO: Completed initial scan of sendreceive folder "Certificates" (ryw5o-eqfyz)
[2U5BL] 09:04:02 INFO: Auto-accepted TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG folder "Coding_for_Practice" (8jfqz-uyl48) at path ~/8jfqz-uyl48
[2U5BL] 09:04:02 INFO: Adding folder "Coding_for_Practice" (8jfqz-uyl48)
[2U5BL] 09:04:02 INFO: No stored folder metadata for "8jfqz-uyl48"; recalculating
[2U5BL] 09:04:02 INFO: Ready to synchronize "Coding_for_Practice" (8jfqz-uyl48) (sendreceive)
[2U5BL] 09:04:02 INFO: Completed initial scan of sendreceive folder "Coding_for_Practice" (8jfqz-uyl48)
[2U5BL] 09:04:02 INFO: Device TRYRS5S folder "Coding_for_Practice" (8jfqz-uyl48) has a new index ID (0x8C687B5AE423D834)
[2U5BL] 09:04:05 INFO: Auto-accepted TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG folder "Documents" (tiqkg-o7l9e) at path ~/tiqkg-o7l9e
[2U5BL] 09:04:05 INFO: Adding folder "Documents" (tiqkg-o7l9e)
[2U5BL] 09:04:05 INFO: No stored folder metadata for "tiqkg-o7l9e"; recalculating
[2U5BL] 09:04:05 INFO: Ready to synchronize "Documents" (tiqkg-o7l9e) (sendreceive)
[2U5BL] 09:04:05 INFO: Completed initial scan of sendreceive folder "Documents" (tiqkg-o7l9e)
[2U5BL] 09:04:05 INFO: Device TRYRS5S folder "Documents" (tiqkg-o7l9e) has a new index ID (0x651E63DC0F87EB52)
[2U5BL] 09:04:13 INFO: Auto-accepted TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG folder "Obsidian_Vaults" (330tq-02sqx) at path ~/330tq-02sqx
[2U5BL] 09:04:13 INFO: Adding folder "Obsidian_Vaults" (330tq-02sqx)
[2U5BL] 09:04:13 INFO: No stored folder metadata for "330tq-02sqx"; recalculating
[2U5BL] 09:04:13 INFO: Ready to synchronize "Obsidian_Vaults" (330tq-02sqx) (sendreceive)
[2U5BL] 09:04:13 INFO: Device TRYRS5S folder "Obsidian_Vaults" (330tq-02sqx) has a new index ID (0x056DE2CE6007E005)
[2U5BL] 09:04:13 INFO: Completed initial scan of sendreceive folder "Obsidian_Vaults" (330tq-02sqx)
[2U5BL] 09:04:17 INFO: Auto-accepted TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG folder "Pokemon_Emu_Games" (lhg27-9scgv) at path ~/lhg27-9scgv
[2U5BL] 09:04:17 INFO: Adding folder "Pokemon_Emu_Games" (lhg27-9scgv)
[2U5BL] 09:04:17 INFO: No stored folder metadata for "lhg27-9scgv"; recalculating
[2U5BL] 09:04:17 INFO: Ready to synchronize "Pokemon_Emu_Games" (lhg27-9scgv) (sendreceive)
[2U5BL] 09:04:17 INFO: Completed initial scan of sendreceive folder "Pokemon_Emu_Games" (lhg27-9scgv)
[2U5BL] 09:04:17 INFO: Device TRYRS5S folder "Pokemon_Emu_Games" (lhg27-9scgv) has a new index ID (0x678C384E8206FA37)
[2U5BL] 09:05:13 INFO: Connection to TRYRS5S-RH2Y4VL-OQPFLVA-PEWEFBE-2WHAIT4-ANNKUNA-VP27D2K-VRNX7AG at 10.96.0.68:47404-143.47.178.89:22067/relay-server/TLS1.3-TLS_AES_128_GCM_SHA256 closed: reading message: read tcp 10.96.0.68:47404->143.47.178.89:22067: read: connection reset by peer
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/94/a2e08ebbea4243b3c963df827ebf8b33952552"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/7a/cf930dd4aff90026f9ea868bc04563833af309"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/7b/b2419ce9fd38b42af8ece068269524f31e6f23"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/d4/0d13690009d98eb054c8494253dfea2d06f929"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/hooks/post-update.sample"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/e4/6e6f26d1059e4841b3172b8f1dd70758e55682"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/fb/3a7d1e980f7307e01969ee26976a7e89ddffeb"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/refs/remotes/origin/main"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/94/f09cf795a3453ffce7094c45d02eabe6771936"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/62/1ce7d91fbeec29bf9915aa0fd0f8eb30ec1186"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item "GBA-GBC/shiny-gold-b5-2019-10-20.sav"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/43/bbd429087ea49752952ade2e429d2de8527715"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/d0/57ab26e238bd531beff596168fab55c49655f3"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/9f/82bbd73f45af789ff99770f40abfac769b866b"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/21/db39df3364654c032160dbb1b04ed55e278505"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/fe/68dbe6665444d352bfc16b679c723e5aa519ab"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/ba/5202c8330bac4320084fb284b97d1dae1e136a"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/hooks/pre-rebase.sample"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/9b/90b7107ee2e3040f92ce67a0738bef66825c0a"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/cc/2e9d7bc66c230d510fbb35a04b11577bef01f8"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/dc/330cca1a25ec9594a43dca4227a5cd7b9160af"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/81/33c8580256ea0376125f6f05a6925b8077abac"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/fb/32ace8e5c875da67f821c53df9cf22e53063a9"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/01/2f75b7705b756bb44510d71e6940a51d38d8d4"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/4d/7cfbcd04367e3caf781803ff8d4f8016fa6457"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/d7/8ee148de62b798c2f0d86c67ff48e164ed7863"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/3c/0cb00f3188d496fa8d422eb47b86c9373c4331"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/68/6fa9f16560fb12cf9553af44ab01e425c71ae0"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/e9/f027a984b49a202b8d04150a7dc666b788ed05"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/aa/7b68c6f9f52812dd04012ccb1c8eb59c499dfb"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item "GBA-GBC/Pokemon - Gold Version (USA, Europe) (SGB Enhanced).sav"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/62/6c31df8e004314ca00f4a4fb374ee6c3e28aa3"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/9f/3aaa5375053abb77895f368995f5a1858cf953"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/33/5206c53b1e37b2ce5970aa27845c2f31010708"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/21/cf7b0ab2bdb721a2f2d643936ae9b66f4830ca"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/40/b5e86cf76b3186b377287d71d82c1e9a01daa2"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item "GBA-GBC/shiny-gold-b5-2019-10-20.ss1"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/95/b2483547f4bdcb8eaef116f7974f7cd7b0516f"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/7b/289a03def1e6ef725d7c3dd3c1fc4785418de8"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/hooks/pre-receive.sample"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/16/62ea099d6645fac25706709142323cd4893e27"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/2f/aad307b44a9f8d43d8c8fc67dfe675b28bf640"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/d3/97d1f5f6beb31be8e4134651623c5aad6bfddf"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/31/acc0d4513685c321894904ae625ed1a8788b5d"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/ca/ba5720ce48fa5b93b0b556f8cc8006fa0ac7ac"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/90/e55165ca8bcb02263c7a6e65243032debcb663"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/f1/bf6084574326661ce633967da38205e36cdccd"): syncing: no connected device has the required version of this file
[2U5BL] 09:05:13 INFO: Puller (folder "Pokemon_Emu_Games" (lhg27-9scgv), item ".git/objects/5b/7b61a8726496c292080db4286b9ba5e8557de5"): syncing: no connected device has the required version of this file
